Area,Ward,District,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Phường 15, Quận Phú Nhuận",Phường 15,Quận Phú Nhuận,10.79652,106.67942,Moc Hi End 2,10.793126967447385,106.67646221264978,Coffee Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Cơm Tấm Ba Ghiền,10.794489421535138,106.66944334973368,Vietnamese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,EASTIN Grand Hotel Saigon,10.796807167293402,106.67336268744874,Hotel
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Tung Garden,10.79683236045252,106.67338591224953,Cantonese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Hoàng Ty,10.79536791394996,106.67242025675174,Vietnamese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,"Saigon (Ho Chi Minh City), Vietnam",10.796112894519958,106.67306489455444,Gift Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,The Coffee House,10.7943988301167,106.66802538553182,Coffee Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,The Open Space,10.796959259639799,106.67482672012177,Coffee Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Cafe Suoi Nguon,10.79857148887781,106.66832024457572,Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Cõi Xưa Coffee,10.796037727290921,106.66742072845106,Coffee Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Đại Giác Pagoda,10.797353564425354,106.67261388465369,Outdoors & Recreation
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Slate Bar,10.796758072345611,106.67334806297866,Bar
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Phúc Long Coffee & Tea Express @ Centre Point,10.797493044681186,106.67339461746825,Coffee Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Kichi Kichi,10.796863886902159,106.67338914482765,Japanese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Red Code Coffee,10.795528705093275,106.66667983225139,Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Com Ga Hong Xuong Le Van Sy,10.792241708097269,106.67106838726211,Vietnamese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Lẩu dê Tri Kỷ,10.79558200597227,106.66662040756128,Vietnamese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Phở Phú Vương,10.795927300161333,106.66591683576705,Noodle House
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,cafe Mâm,10.794299125671387,106.6739730834961,Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,HD Gym,10.795983185820008,106.67042237645295,Gym / Fitness Center
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Ailu Cat Cafe,10.798207120292908,106.66927838422214,Pet Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Copen Coffee Shop,10.797055746252559,106.67272440493718,Coffee Shop
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Cafe Serenata - Khúc Ban Chiều,10.797462192171963,106.66856993529831,Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Hương Cau 2 Restaurant,10.795687985631883,106.66717554106135,Vietnamese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Lotus Court@Mövenpick Hotel Saigon,10.79663735738476,106.67328944026602,Chinese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Cafe Saigon @ Moevenpick Hotel,10.796797758387921,106.67336062497525,Breakfast Spot
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,View café,10.799610386934928,106.67273152112405,Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,La Maison Cafe,10.794074802306147,106.6739976244047,Café
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,Bún Thịt Nướng Anh Ba,10.79181781684553,106.67167014349847,Vietnamese Restaurant
"Phường 10, Quận Phú Nhuận",Phường 10,Quận Phú Nhuận,10.79577,106.67041,IL Pino,10.79421265373765,106.67459065841469,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,EASTIN Grand Hotel Saigon,10.796807167293402,106.67336268744874,Hotel
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Yeebo,10.795832619523585,106.67527372887068,Chinese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,The Open Space,10.796959259639799,106.67482672012177,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Tung Garden,10.79683236045252,106.67338591224953,Cantonese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Starbucks Coffee Nguyễn Văn Trỗi,10.794735796458168,106.67704191922617,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Hoàng Ty,10.79536791394996,106.67242025675174,Vietnamese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,"Saigon (Ho Chi Minh City), Vietnam",10.796112894519958,106.67306489455444,Gift Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Café Trầm,10.79623611382757,106.67805619035896,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Cafe S,10.792733573848434,106.67467547103445,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Miền Đồng Thảo Café,10.79713655257265,106.67500261050537,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Slate Bar,10.796758072345611,106.67334806297866,Bar
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,The Alcove Library Hotel,10.79558203605794,106.67699868152407,Bed & Breakfast
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Yesterday Piano Cafe,10.793415608580059,106.67661430810058,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Phúc Long Coffee & Tea Express @ Centre Point,10.797493044681186,106.67339461746825,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Đại Giác Pagoda,10.797353564425354,106.67261388465369,Outdoors & Recreation
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,cafe Mâm,10.794299125671387,106.6739730834961,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Kichi Kichi,10.796863886902159,106.67338914482765,Japanese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Sườn Cây Nướng,10.794075977385495,106.67687830909955,BBQ Joint
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Com Ga Hong Xuong Le Van Sy,10.792241708097269,106.67106838726211,Vietnamese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Bánh căn 38,10.7959318375608,106.67599552209505,Vietnamese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Pergola cafe,10.793078256093494,106.67701462967587,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,La Maison Cafe,10.794074802306147,106.6739976244047,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,IL Pino,10.79421265373765,106.67459065841469,Café
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Bún Đậu Mắm Tôm Lâm Bô,10.796052965493386,106.67618800995882,Asian Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Moc Hi End 2,10.793126967447385,106.67646221264978,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Lotus Court@Mövenpick Hotel Saigon,10.79663735738476,106.67328944026602,Chinese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Copen Coffee Shop,10.797055746252559,106.67272440493718,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Bún Thịt Nướng Anh Ba,10.79181781684553,106.67167014349847,Vietnamese Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Cafe Saigon @ Moevenpick Hotel,10.796797758387921,106.67336062497525,Breakfast Spot
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Beefsteak,10.793946,106.672181,American Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Mi Han Quoc,10.79653505555499,106.67394580597536,Korean Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Givral,10.79655937161904,106.67388155342292,Bakery
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Đen Đá Coffee,10.791544,106.672002,Coffee Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,FamilyMart,10.79707444932783,106.67341986561138,Convenience Store
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Sinh Tố Mát Mát,10.792246,106.677752,Smoothie Shop
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Cafe Paloma,10.797049722553822,106.67312473227335,American Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Bun Bo Chu Cao,10.79196746640267,106.67769979505891,Diner
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Quán Đông Ba (món Huế),10.792417196948895,106.67811781167984,Asian Restaurant
"Phường 11, Quận Phú Nhuận",Phường 11,Quận Phú Nhuận,10.79381,106.67454,Cafe Nến,10.7960658280313,106.67830456519087,Coffee Shop
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Ngu Binh,10.792287700473349,106.68208227217171,Vietnamese Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,uri foot therapy,10.792435162539483,106.68028139128984,Spa
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,The Coffee House Huỳnh Văn Bánh,10.794755,106.68114,Coffee Shop
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Phở Dậu,10.789735768675182,106.6849963376821,Vietnamese Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Lão Hạc,10.795708455812466,106.68513311362051,Vietnamese Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Chiêu Cafe,10.79283427118225,106.68662365632628,Café
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Nha Hang Chay Hoan Hy,10.790038039974577,106.68456438276687,Vegetarian / Vegan Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Tous Les Jours,10.790429376449493,106.68317792546254,Bakery
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Sushi Uraetei,10.792236,106.6808,Sushi Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,FAHASA Phu Nhuan Bookstore (Nhà Sách Fahasa Phú Nhuận),10.795785771057256,106.68216126828047,Bookstore
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Ngoc Suong Restaurant,10.791908636546987,106.68128100057848,Seafood Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Viet Chay - Vegetarian Restaurant,10.790503965458173,106.68258060513816,Vegetarian / Vegan Restaurant
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Kem & Cafe Bố Già,10.789798,106.684365,Ice Cream Shop
"Phường 17, Quận Phú Nhuận",Phường 17,Quận Phú Nhuận,10.79346,106.68296,Vườn Xuân Cafe,10.792771454423747,106.6795538678767,Café
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Cơm Tấm Ba Ghiền,10.794489421535138,106.66944334973368,Vietnamese Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Bò Né Lệ Hồng,10.790545356548133,106.6703386520219,Steakhouse
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,The Coffee House,10.7943988301167,106.66802538553182,Coffee Shop
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Cá viên chiên Đặng Văn Ngữ,10.791162323494161,106.66702169827157,Middle Eastern Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Nem Nuong Nha Trang Cô Điệp,10.795302278304083,106.66558743080121,Vietnamese Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Cõi Xưa Coffee,10.796037727290921,106.66742072845106,Coffee Shop
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Com Ga Hong Xuong Le Van Sy,10.792241708097269,106.67106838726211,Vietnamese Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Red Code Coffee,10.795528705093275,106.66667983225139,Café
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Lẩu dê Tri Kỷ,10.79558200597227,106.66662040756128,Vietnamese Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Vitamin Bar,10.791173577017645,106.6670276479096,Juice Bar
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Hương Cau 2 Restaurant,10.795687985631883,106.66717554106135,Vietnamese Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Bún Thịt Nướng Anh Ba,10.79181781684553,106.67167014349847,Vietnamese Restaurant
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,HD Gym,10.795983185820008,106.67042237645295,Gym / Fitness Center
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,Đen Đá Coffee,10.791544,106.672002,Coffee Shop
"Phường 14, Quận Phú Nhuận",Phường 14,Quận Phú Nhuận,10.7922,106.66855,cafe Mộc Anh,10.788490295410156,106.66969299316406,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,uri foot therapy,10.792435162539483,106.68028139128984,Spa
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Starbucks Coffee Nguyễn Văn Trỗi,10.794735796458168,106.67704191922617,Coffee Shop
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Café Trầm,10.79623611382757,106.67805619035896,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Ngu Binh,10.792287700473349,106.68208227217171,Vietnamese Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Yeebo,10.795832619523585,106.67527372887068,Chinese Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,The Coffee House Huỳnh Văn Bánh,10.794755,106.68114,Coffee Shop
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,The Alcove Library Hotel,10.79558203605794,106.67699868152407,Bed & Breakfast
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Yesterday Piano Cafe,10.793415608580059,106.67661430810058,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,The Coffee House,10.797508,106.677602,Coffee Shop
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Cafe S,10.792733573848434,106.67467547103445,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Kim Long Restaurant,10.789293407810156,106.6793596261499,Vietnamese Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Sườn Cây Nướng,10.794075977385495,106.67687830909955,BBQ Joint
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Pergola cafe,10.793078256093494,106.67701462967587,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Bún Đậu Quang Gánh,10.788765532371073,106.678224411138,Vietnamese Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Sushi Uraetei,10.792236,106.6808,Sushi Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Bánh căn 38,10.7959318375608,106.67599552209505,Vietnamese Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,cafe Mâm,10.794299125671387,106.6739730834961,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,RedDoor Intersection & Lounge,10.78945214262524,106.67676129175136,Diner
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Ngoc Suong Restaurant,10.791908636546987,106.68128100057848,Seafood Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Moc Hi End 2,10.793126967447385,106.67646221264978,Coffee Shop
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Vườn Xuân Cafe,10.792771454423747,106.6795538678767,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Bun Bo Chu Cao,10.79196746640267,106.67769979505891,Diner
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Sinh Tố Mát Mát,10.792246,106.677752,Smoothie Shop
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Quán Đông Ba (món Huế),10.792417196948895,106.67811781167984,Asian Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Bún Đậu Mắm Tôm Lâm Bô,10.796052965493386,106.67618800995882,Asian Restaurant
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Cafe Nến,10.7960658280313,106.67830456519087,Coffee Shop
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,La Maison Cafe,10.794074802306147,106.6739976244047,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,IL Pino,10.79421265373765,106.67459065841469,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Quỳ Đà Lạt,10.78912899073196,106.67685985565186,Café
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,December Shop,10.790012,106.678109,Shop & Service
"Phường 12, Quận Phú Nhuận",Phường 12,Quận Phú Nhuận,10.79312,106.67795,Hoang Cafe,10.789361625975708,106.6767724928818,Café
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Bò Né Lệ Hồng,10.790545356548133,106.6703386520219,Steakhouse
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Cơm Tấm Ba Ghiền,10.794489421535138,106.66944334973368,Vietnamese Restaurant
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Cá viên chiên Đặng Văn Ngữ,10.791162323494161,106.66702169827157,Middle Eastern Restaurant
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,The Coffee House,10.7943988301167,106.66802538553182,Coffee Shop
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Com Ga Hong Xuong Le Van Sy,10.792241708097269,106.67106838726211,Vietnamese Restaurant
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Bún Thịt Nướng Anh Ba,10.79181781684553,106.67167014349847,Vietnamese Restaurant
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Vitamin Bar,10.791173577017645,106.6670276479096,Juice Bar
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Đen Đá Coffee,10.791544,106.672002,Coffee Shop
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,cafe Mộc Anh,10.788490295410156,106.66969299316406,Café
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Onore Bakeru,10.794020773966402,106.66846463701438,Bakery
"Phường 13, Quận Phú Nhuận",Phường 13,Quận Phú Nhuận,10.7911,106.66946,Beefsteak,10.793946,106.672181,American Restaurant
"Phường Thảo Điền, Quận 2",Phường Thảo Điền,Quận 2,10.81029,106.72968,A Cut Above,10.80907,106.731191,Health & Beauty Service
"Phường Thảo Điền, Quận 2",Phường Thảo Điền,Quận 2,10.81029,106.72968,Pasta Fresca,10.812714,106.732205,Italian Restaurant
"Phường Thảo Điền, Quận 2",Phường Thảo Điền,Quận 2,10.81029,106.72968,Café Evita,10.811644941172585,106.73151081906443,Pizza Place
"Phường Thảo Điền, Quận 2",Phường Thảo Điền,Quận 2,10.81029,106.72968,Joymax,10.812291153287596,106.73180704428202,Café
"Phường An Phú, Quận 2",Phường An Phú,Quận 2,10.80157,106.7537,Nhà hàng chay Thiện Duyên,10.803140623252737,106.75201728654842,Vegetarian / Vegan Restaurant
"Phường An Phú, Quận 2",Phường An Phú,Quận 2,10.80157,106.7537,Somerset Vista Ho Chi Mihn,10.805777116555344,106.75223362375168,Hotel
"Phường An Phú, Quận 2",Phường An Phú,Quận 2,10.80157,106.7537,Starbucks Coffee The Vista,10.805101637409571,106.75191559295396,Coffee Shop
"Phường An Phú, Quận 2",Phường An Phú,Quận 2,10.80157,106.7537,Beyou Yoga & Fitness,10.80133779825947,106.75043734122168,Yoga Studio
"Phường An Phú, Quận 2",Phường An Phú,Quận 2,10.80157,106.7537,Masstige Bread & Coffee,10.79805,106.752219,Café
"Phường An Phú, Quận 2",Phường An Phú,Quận 2,10.80157,106.7537,Shalom Grown in Harmony,10.804992013625943,106.75183079722373,Café
"Phường Bình An, Quận 2",Phường Bình An,Quận 2,10.79289,106.73089,Huong Son Quan,10.788978153592906,106.73131366187366,Vietnamese Restaurant
"Phường Bình An, Quận 2",Phường Bình An,Quận 2,10.79289,106.73089,Nhà Hàng Ẩm Thực Nam Bộ,10.790527698255152,106.72957220518131,Vietnamese Restaurant
"Phường Bình An, Quận 2",Phường Bình An,Quận 2,10.79289,106.73089,Gà Vườn Tám Phước (nhà Gỗ),10.792353124253603,106.73154089772464,Vietnamese Restaurant
"Phường Bình An, Quận 2",Phường Bình An,Quận 2,10.79289,106.73089,Cafe Nhà Gỗ,10.79239273071289,106.7315444946289,Café
"Phường Bình An, Quận 2",Phường Bình An,Quận 2,10.79289,106.73089,Hong Phat Cafe,10.791048500088678,106.73014143853675,Café
"Phường Bình An, Quận 2",Phường Bình An,Quận 2,10.79289,106.73089,Vuon Cau Bo Song,10.796489374345144,106.72873047012305,Vietnamese Restaurant
"Phường Bình Trưng Đông, Quận 2",Phường Bình Trưng Đông,Quận 2,10.78512,106.77806,Chợ Tân Lập Q.2,10.787142348715138,106.77764654159546,Flea Market
"Phường Bình Trưng Đông, Quận 2",Phường Bình Trưng Đông,Quận 2,10.78512,106.77806,Coffee House,10.789037,106.77935,Coffee Shop
"Phường Bình Trưng Tây, Quận 2",Phường Bình Trưng Tây,Quận 2,10.78312,106.76463,Đặc Sản Heo Tộc - Lương Gia Quán,10.78441837597494,106.76491744673437,Asian Restaurant
"Phường Bình Trưng Tây, Quận 2",Phường Bình Trưng Tây,Quận 2,10.78312,106.76463,Quán Heo Tộc,10.784421,106.764967,Asian Restaurant
"Phường Bình Trưng Tây, Quận 2",Phường Bình Trưng Tây,Quận 2,10.78312,106.76463,Co.op Food,10.77999138275162,106.76272809505463,Grocery Store
"Phường Bình Trưng Tây, Quận 2",Phường Bình Trưng Tây,Quận 2,10.78312,106.76463,Homyland Restaurant,10.786497463190603,106.76282082584187,Café
"Phường Bình Trưng Tây, Quận 2",Phường Bình Trưng Tây,Quận 2,10.78312,106.76463,Viettel Nguyen Thi Dinh,10.779382229603556,106.76283234568301,Mobile Phone Shop
"Phường Bình Khánh, Quận 2",Phường Bình Khánh,Quận 2,10.78595,106.73446,Huong Son Quan,10.788978153592906,106.73131366187366,Vietnamese Restaurant
"Phường Bình Khánh, Quận 2",Phường Bình Khánh,Quận 2,10.78595,106.73446,Tiki,10.787105,106.735311,Bookstore
"Phường Bình Khánh, Quận 2",Phường Bình Khánh,Quận 2,10.78595,106.73446,Tiki.vn,10.787009585404407,106.73540529391671,Bookstore
"Phường Bình Khánh, Quận 2",Phường Bình Khánh,Quận 2,10.78595,106.73446,tra chanh chem zo,10.78684139251709,106.73241424560547,Pub
"Phường Bình Khánh, Quận 2",Phường Bình Khánh,Quận 2,10.78595,106.73446,cho binh khanh,10.788575532593475,106.73581419820232,Flea Market
"Phường Cát Lái, Quận 2",Phường Cát Lái,Quận 2,10.76581,106.79225,Tan Cang Port,10.766076795683302,106.79229052259619,Harbor / Marina
"Phường Cát Lái, Quận 2",Phường Cát Lái,Quận 2,10.76581,106.79225,Cantin Hải Quân,10.76469457125314,106.79280898435728,Café
